"","comicName","comicSum","comicGrade"
"2531","그날, 우리들의 여름.","격주 연재합니다.","9.85"
"2532","네가 꿈꾸는 동안에","꿈으로 드러난 범죄","9.92"
"2533","다시 돌아온","다시 돌아온","9.74"
"2534","헌트","어디에 있는가","9.64"
"2535","리프로듀싱","내가 여자 아이돌?","9.60"
"2536","나는 부활 마법을 가졌다","부활판타지","9.86"
"2537","Twins Love Story (트윈스 러브 스토리)","쌍둥이의 사랑이야기","9.87"
"2538","빈센트","21세기 한국판타지","9.77"
"2539","그래도 하루는","희노애락 투병일기","9.93"
"2540","아파지는 중입니다","청춘남녀 성장로맨스","9.75"
"2541","자체공강","대학물인척하는 만화","9.91"
"2542","바보요정 웽","바보요정Wooeng","9.89"
"2543","백일몽화원","7,17,27일연재","9.72"
"2544","CAFE_쉬어가게","누구나 쉬어가는 곳","9.90"
"2545","이상한 낙원의 넬리쉬","이세계? 이상세계!","9.72"
"2546","복학생 정순이","22살 복학생","9.89"
"2547","시험 합격자","부자들의 학교","9.03"
"2548","1인 크리에이터","유X버 & bXj","8.99"
"2549","개시","광해군과 김개시의政","9.89"
"2550","솔로의 연애","연애할 수 있을까~","9.93"
"2551","신속한 세계","판타지 모험 만화","9.24"
"2552","파차마마의 마법","위험천만 남미여행기","9.88"
"2553","원더키퍼","너를 지키는","9.93"
"2554","크림슨 크로스","희망의 가치.","9.74"
"2555","육식 토끼","평범 콤플렉스 토끼","9.89"
"2556","현세이의 보이는 라디오","현세이입니다!","9.91"
"2557","도깨비불","요괴액션판타지","9.68"
"2558","전지적덕후시점","나의 덕질 라이프","9.61"
"2559","개판오분전","방과후고교생활이야기","9.77"
"2560","해동요","동양 판타지 서사극","9.34"
"2561","순진한 로웰씨","회사로망 일상툰★","9.86"
"2562","스쿨워터","학교물","9.72"
"2563","꽃밭에서","잊어버린 것","9.92"
"2564","설레이는 나날","고양이 반려일상!","9.90"
"2565","왕후의 제국","고구려의 우씨 왕후","9.79"
"2566","도화","동양 액션 판타지.","9.88"
"2567","싸카소녀","소녀들의 스뽀오츠!","9.88"
"2568","브레인 스톰","기억들의 배틀로얄","9.93"
"2569","알콜일기","취할것같은 이야기!","9.87"
"2570","사소한 일로 계약","사소한 걸로 계약함","9.53"
"2571","아버지 이야기","아버지가 들려주는","9.85"
"2572","프리즘","무의식의 색","9.92"
"2573","나를 찾아줘","의사와 의대생","9.44"
"2574","신의 마녀","자칭마녀와신비한소년","9.91"
"2575","심연","비윤리적인 실험","9.78"
"2576","러비스LUVIS","넌 너대로 빛나!","9.80"
"2577","파도를 삼킨 어항","달빛섬의 비밀","9.74"
"2578","DJ 카일하우스","DJ아빠와 중2아들","9.83"
"2579","특이점 2045","A.I.로봇VS인간","9.91"
"2580","숲의 향연","으로 초대합니다.","9.84"
"2581","윤이나는남자","여자같은 남자","9.52"
"2582","사도 신여랑傳","초 자유연재 입니다","9.59"
"2583","마음의 온도","마음의 온도","9.88"
"2584","이상한 봄","퀴어한 관계 이야기","9.59"
"2585","픽셔너","그들의 이상한 일상","9.72"
"2586","소피아가 머리카락을 쓸어넘길 때","학원 일상 추리","9.90"
"2587","무엇이든 그려드립니닷!","무엇이든그려드립니닷","9.90"
"2588","사랑하는 계절","자유연재","9.75"
"2589","보이지 않는 사람","보이지 않는 사랑","9.08"
"2590","하루만 네가 되고 싶어","로맨스판타지","9.90"
"2591","너는 나의 나는 너의 수호천사","개그로맨스판타지","9.82"
"2592","찌질이의 아프리카 라이프","아프리카 취업이야기","9.94"
"2593","우주n은하","우주에서 온 소녀들","9.87"
"2594","연애노트","솔로탈출연애프로젝트","8.94"
"2595","수화 배우는 만화","수어배우는사람","9.89"
"2596","긴생머리","과거와 갈등..연애","9.50"
"2597","나의 영원한","덕메이트가 생기다","9.68"
"2598","마이데이","순정,학업로맨스","9.69"
"2599","나비를 찾아서","우리는 마녀다!","9.90"
"2600","발버둥치다","우울증 이야기","9.91"
"2601","로그 아일","판타지 생존기","9.78"
"2602","[세계여행이야기]World Travel Diary","세계여행이야기","9.89"
"2603","기계인(機械人)","인간과 AI의 전쟁","9.67"
"2604","사쟈툰","사쟈를 그립니다.","8.81"
"2605","자각몽","자각몽을 꾸는 소녀","9.88"
"2606","빨간 물고기","엄마에 대한 애증","9.84"
"2607","원인탐구생활: 아리보리","육묘일기","9.90"
"2608","마물전담부대","마물을 사냥하는부대","9.91"
"2609","구나의 그랬구나","어린이집 교사냥이","9.93"
"2610","어바웃 페이스","10대들의이야기","9.41"
"2611","오늘도 먹음머금","밥 먹는 두 친구","9.89"
"2612","마족사제","사제님은 마족?","9.93"
"2613","하나밖에 안 보여!","오직 하나 주세요!","9.89"
"2614","여의도","여의도 좀비서바이벌","9.76"
"2615","천사는 야옹","고양이가 사실 천사","9.88"
"2616","운명같은 소리하네","나와 이어진 운명은","9.93"
"2617","국화야","동화 속 뒷 이야기","9.41"
"2618","엑스트라 Z씨","Z씨의 발버둥","9.93"
"2619","내 이름을 불러줘","엄마인 삶에서 여성의 삶으로 성장하는 스토리","9.80"
"2620","너구리네 육아일기","육아일기","9.85"
"2621","유진의 환상특급열차","유진의 여행기","9.92"
"2622","아파트용사","아싸인생 이세계로!","9.36"
"2623","틈","틈을파고드는 이야기","9.84"
"2624","크리그","완결","9.82"
"2625","봉츄자매라옹","10살차 고양이자매","9.79"
"2626","바람따라 물따라","역사인물만화","9.72"
"2627","천진난만 하루","천진이의 일상이야기","9.94"
"2628","쿤도브라더스","개와 고양이의 동거","9.92"
"2629","엔드시즌","초딩들의 야구","9.75"
"2630","찔레꽃그너머","임진왜란과 서민의삶","9.85"
"2631","서유기 : 손오공의 모험","손오공의 서천여행기","9.60"
"2632","오늘밤 야식을 먹는다","오늘밤 야식 어때?","9.47"
"2633","투지만발 슈트라이텐","열혈 로봇물!","9.19"
"2634","여자 공수혁","수혁이 학원기","9.94"
"2635","이데아 프로젝트","능력자 판타지","9.80"
"2636","런어웨이","초능력 소녀,그의 소유물이 되다","9.83"
"2637","곰팡남녀","보통의 경계","9.91"
"2638","견우화","부도덕한 도사","9.92"
"2639","판타지 TV","판타지의 인터넷방송","9.76"
"2640","로단테","판타지 활극 드라마","9.88"
"2641","더 익스트림","TheExtreme","9.65"
"2642","스크류 드라이버","나사돌리는그거 아님","9.92"
"2643","쉼터에 살았다","쉼터 생활툰","9.94"
"2644","일찍 자고 일찍 일어나기","아침형 뱀파이어","9.94"
"2645","은룡여린설","신과 인간의 이야기","9.92"
"2646","냥만연애툰","귀욤뽀짝 깨알개그툰","9.58"
"2647","지극히 평범한 생활","말만 평범한 일상툰","9.91"
"2648","그녀의 시크릿 사운드","판타지 로맨스","9.85"
"2649","수영만화일기","저질체력,수영-하다","9.89"
"2650","쓰레기 머학생","답없는 대학생 일상","9.87"
"2651","치즈범벅","치즈고양이형제 일상","9.84"
"2652","타인 행성 표류기","공감 개그 일상툰","9.85"
"2653","더 리턴","왜 우린 달라?","9.79"
"2654","완벽한 이별","사랑은 뭘까?","9.85"
"2655","산군대잔치","산군의 일상툰","9.93"
"2656","웰시네 부부에세이","삶 고찰 그림에세이","9.57"
"2657","개인사생활","죽고 나서야 갖게 된 안정적인 삶","9.67"
"2658","저승 화랑전","악덕 상사와 나","9.93"
"2659","엘카림이 들어줄게!","SF+판타지 액션.","9.70"
"2660","강가네","사남매 가족 적응기","9.91"
"2661","마이동풍","달콤살벌청춘로맨스","9.21"
"2662","시간의 뒷면","위험한 시간여행","9.51"
"2663","이상과 현실","일상의 철학","9.92"
"2664","길고양이 행진","덩치 큰 고양이.","9.91"
"2665","우리는 예상치 못하게","그럴 때가 있잖아요","9.93"
"2666","너를 만나다","어느날 너를 만나다","9.91"
"2667","사라생전","김서방과 판타지","9.89"
"2668","안녕, 나의 길고양이","길고양이와 공대생","9.94"
"2669","나의 비거니즘 만화","비건의 일상","7.70"
"2670","아마데우스","살인연극의 개막","9.84"
"2671","존버닥터","섬탈출까지 존버해라","9.73"
"2672","랜드라이프","상어의 육지 생활","9.92"
"2673","게임에 접속했습니다!","게임하는 고딩들","9.90"
"2674","우리는 친한친구","친한친구 이야기","9.63"
"2675","수의사 그리는 미대생","수의사&미대생의 삶","9.83"
"2676","남의 집 귀한 자식","너무 친절한 그녀","9.76"
"2677","만화 임진왜란","쉽게 보는 임진왜란","9.77"
"2678","범이올시다!","방실의 범집사 일기","9.91"
"2679","이리(iri)","윤회판타지/자유연재","9.59"
"2680","이상한 사무실","디자인 회사 이야기","9.76"
"2681","오늘도 그래고래","귀여움으로 승부한다","9.93"
"2682","CMYK","의식의 흐름 만화","9.13"
"2683","나의 작은 조","공룡집사의 반려인간","9.88"
"2684","연애일기","소소한 연애 일상","9.83"
"2685","분노의 난임일기","난임 정복 웹툰!","9.84"
"2686","오늘부터 날아!","신나는 배구","9.89"
"2687","용아","능력자 판타지","8.90"
"2688","블랙메일","우체부 이야기.","9.33"
"2689","[리뉴얼] 무감각자들","무감자,스릴러로맨스","9.64"
"2690","1시간 30분","비글과 아웃사이더","9.89"
"2691","마음과 마법의 반비례","마법학교 적응하기","9.88"
"2692","위치파이와 미드나잇주스","내 인생은 내 인생","9.80"
"2693","빵뽀시래기","빵집 알바 해봤니?","9.88"
"2694","백수와 갓족","백수의 일상 습작","9.86"
"2695","좋아하는거 참으면 병나요!","좋아하는건 못참아","9.72"
"2696","중등 생활 보고서","현실 중딩 보고서","8.97"
"2697","누나의 이중생활","이중생활이 시작됐다","9.93"
"2698","좋은개 나쁜개 이상한개","강아지 사회화 교육","9.81"
"2699","몬스터 커맨더F","몬스터 판타지","9.90"
"2700","고양이로 살고 있습니다","고양이 지식, 일상","9.91"
"2701","그레이스","최초의간호사이야기","9.84"
"2702","채식주의자의 애완채소","스릴러, 리메이크중","9.86"
"2703","여우자매","일상판타지 시대극","9.94"
"2704","우리집 강아지는 복슬강아지","댕댕이와의 일상:3","9.94"
"2705","지나온 길","그들의 학창시절","9.64"
"2706","채똘일기","채똘일기","9.57"
"2707","매지컬팡","명랑만화 매지컬팡","9.90"
"2708","꿀렁한 하루","닥스훈트 영식과 도롯씌의 하루","9.60"
"2709","나는 마요 집사로소이다","쉽지 않은 집사생활","9.92"
"2710","마법소년 근무일지","","9.72"
"2711","158동 진상부부","부부의 진짜 일상","9.11"
"2712","껌은 고양이 뇌로","고양이 성 탈출극","9.82"
"2713","충충의 하루","충충의 하루","9.63"
"2714","휴지통","잔부스러기같은 행복","9.87"
"2715","홍시관찰일기","아기를 싫어하던 여자가 아기를 낳았다!","9.84"
"2716","바다의 끝에는 언제나 그 아이들이 있었다.","섬에 남은 자매.","9.94"
"2717","블랙펄 : 둥근 창의 세계","돈이궁한 용병이야기","9.72"
"2718","무대에 서지 않지만 배우입니다","배우 지망생 이야기","9.86"
"2719","신과의 대화","특별한 능력의 소년과 특이한 사연의 소녀의 만남! 그 만남이 가져오는 다양한 사건들. 그리고 운명!","9.87"
"2720","나의 별에게","감성로맨스","9.92"
"2721","사랑을,너에게","학원성장물","9.90"
"2722","스투피즈","새내기 생활툰","9.93"
"2723","저주와 별가루","저주와 별가루","9.80"
"2724","목소리의 그늘","훈남 전문 성우들!","9.89"
"2725","서폿저택에 어서오세요","서폿만 사는 저택","9.84"
"2726","STONE AGE","스릴러 판타지","9.88"
"2727","이딴여행","여행포토툰","9.79"
"2728","맹랑맘마 MEMORY","다시 쓰는 일기","9.83"
"2729","라텔론","근미래속의 마법사","9.36"
"2730","세모와 동그라미","나보다외로운사람에게","9.86"
"2731","A - STUDENT(모범생)","사악한 본성","9.82"
"2732","이브의 꿈속친구","꿈에서 만난 친구","9.76"
"2733","홈 스윗 홈","네식구 사는 이야기","9.85"
"2734","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2735","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2736","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2737","선선한 이야기","프리랜선선","9.68"
"2738","일상견문록","다른나라 일상이야기","9.85"
"2739","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2740","다 이아리","데이트폭력에 관하여","9.84"
"2741","식인귀","괴물이 보인다","9.78"
"2742","저승파견고용직","기묘한 만화","9.92"
"2743","검은 늑대","검은 늑대","9.88"
"2744","제목이 7080 만화","7080 이야기","9.90"
"2745","하루와 모레","일상 이야기 :)","9.68"
"2746","올어바웃 You","봉카의 외노자인생","9.87"
"2747","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2748","외국 in 한국","영국인의한국생활","9.87"
"2749","중딩툰","중딩이 그리는 웹툰","9.46"
"2750","파리스의 선택","그리스 신화 회귀물","9.93"
"2751","아옹아옹","두식이 냥육일기","9.92"
"2752","결혼하고 싶지 않았는데 못하게 되었다.","안하느냐 못했느냐","9.84"
"2753","당할연","당신도할수있다연애","7.25"
"2754","나를 죽이는 방법","지워낼수 없는 후회","9.89"
"2755","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2756","도사님 도사님","사주 드라마","9.53"
"2757","잔액이 부족합니다","대중교통 일상툰","9.93"
"2758","일타쌍피 -백-","쌍둥이 일기","9.85"
"2759","일타쌍피 -흑-","쌍둥이 일기","9.79"
"2760","휘슬링","사랑의 신 에로스","9.40"
"2761","뚜벅뚜벅, 비혼 라이프","비혼 여성의 일상","9.81"
"2762","이런우정","유쾌한 친구들 얘기","9.90"
"2763","죽음과 동화","호러.판타지.로맨스","9.89"
"2764","환상의 아이들","호러판타지성장드라마","9.78"
"2765","엘레노이 아타락시아","판타지로맨스드라마","9.90"
"2766","너나들이","20대남녀연애이야기","9.89"
"2767","육묘일기","고양이 일상툰","9.93"
"2768","우로보로스","시간여행판타지시대극","9.34"
"2769","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
